Wisconsin Lottery - Mega Millions Winning Numbers - Numerical Order,,,,,,,
Draw Date,,,,,,Megaball,
01-05-2020,28,30,31,35,66,14,2x
28-04-2020,13,19,53,54,63,17,3x
24-04-2020,1,27,32,60,67,18,2x
21-04-2020,13,15,24,67,70,17,2x
17-04-2020,13,35,39,46,55,14,4x
14-04-2020,29,47,65,69,70,7,4x
10-04-2020,2,11,21,57,60,13,2x
07-04-2020,25,33,43,51,68,20,2x
03-04-2020,24,38,44,57,58,17,4x
31-03-2020,8,17,51,57,70,2,4x
27-03-2020,3,25,28,50,60,1,4x
24-03-2020,2,8,16,18,31,14,2x
20-03-2020,34,35,41,45,54,5,4x
17-03-2020,20,27,28,58,59,25,3x
13-03-2020,7,22,37,43,44,22,4x
10-03-2020,6,17,48,54,69,12,5x
06-03-2020,15,48,56,58,70,4,4x
03-03-2020,8,12,33,56,64,2,2x
28-02-2020,2,3,14,41,64,17,2x
25-02-2020,2,9,43,49,63,15,2x
21-02-2020,4,7,13,16,60,6,4x
18-02-2020,6,12,39,61,70,4,3x
14-02-2020,10,32,48,54,55,18,5x
11-02-2020,4,6,32,52,64,6,2x
07-02-2020,9,14,27,36,52,4,3x
04-02-2020,32,48,50,51,64,10,2x
31-01-2020,28,31,33,57,62,19,2x
28-01-2020,17,36,47,51,62,21,3x
28-01-2020,17,36,47,51,62,21,3x
24-01-2020,3,4,18,23,38,24,4x
21-01-2020,16,18,29,31,37,8,3x
17-01-2020,3,25,30,54,70,9,3x
14-01-2020,9,11,13,31,47,11,2x
10-01-2020,17,27,49,51,66,2,2x
07-01-2020,25,40,41,52,56,21,4x
03-01-2020,37,41,42,53,63,16,2x
31-12-2019,30,44,49,53,56,11,3x
27-12-2019,17,34,40,63,64,24,4x
24-12-2019,27,37,48,63,66,11,2x
20-12-2019,3,20,23,35,60,16,3x
17-12-2019,22,30,53,55,56,16,2x
13-12-2019,17,21,29,39,56,22,3x
10-12-2019,18,31,46,54,61,25,2x
06-12-2019,20,31,40,46,61,20,5x
03-12-2019,23,43,60,63,69,19,2x
29-11-2019,6,8,31,50,65,9,2x
26-11-2019,8,27,29,38,43,13,2x
22-11-2019,7,12,17,49,53,24,4x
19-11-2019,22,43,44,47,66,22,3x
15-11-2019,12,19,34,35,68,20,2x
12-11-2019,19,30,44,56,65,24,2x
08-11-2019,3,4,10,39,58,14,3x
05-11-2019,2,9,24,49,54,19,3x
01-11-2019,9,20,36,41,54,22,2x
29-10-2019,4,9,17,27,39,22,2x
25-10-2019,16,24,25,52,60,6,3x
22-10-2019,5,11,14,23,25,10,4x
18-10-2019,18,58,60,65,67,20,3x
15-10-2019,4,12,14,35,70,2,2x
11-10-2019,14,22,30,37,60,8,3x
08-10-2019,5,8,10,17,48,23,3x
04-10-2019,11,38,44,48,70,17,2x
01-10-2019,10,17,39,42,59,3,2x
27-09-2019,12,20,31,43,45,20,3x
24-09-2019,6,14,24,42,46,9,4x
20-09-2019,23,24,42,48,53,22,2x
17-09-2019,12,15,30,50,65,1,4x
13-09-2019,6,16,37,59,62,5,2x
10-09-2019,34,47,48,50,55,24,2x
06-09-2019,4,11,13,19,31,10,4x
03-09-2019,13,20,27,61,62,5,2x
30-08-2019,3,9,11,34,39,10,4x
27-08-2019,8,12,23,39,43,6,2x
23-08-2019,11,15,37,54,68,21,2x
23-08-2019,11,15,37,54,68,21,2x
20-08-2019,8,14,25,51,63,4,3x
16-08-2019,4,14,24,26,46,14,2x
13-08-2019,7,27,31,34,51,5,3x
09-08-2019,15,53,56,59,63,1,2x
06-08-2019,11,17,31,43,55,16,2x
02-08-2019,11,20,26,48,70,19,2x
30-07-2019,10,24,28,33,38,6,3x
26-07-2019,4,6,11,43,48,11,3x
23-07-2019,1,4,23,40,45,11,2x
19-07-2019,16,18,28,33,67,14,3x
16-07-2019,8,16,31,48,52,23,3x
12-07-2019,8,25,38,56,59,7,2x
09-07-2019,12,26,40,48,64,1,2x
05-07-2019,6,38,47,57,63,12,2x
02-07-2019,3,25,37,40,55,13,2x
28-06-2019,2,35,49,53,63,1,2x
25-06-2019,24,33,45,47,61,17,3x
21-06-2019,13,30,36,48,62,18,3x
18-06-2019,12,14,22,24,48,21,2x
14-06-2019,19,40,47,57,65,6,2x
11-06-2019,20,34,39,43,57,13,3x
07-06-2019,17,19,27,40,68,2,3x
04-06-2019,25,37,46,48,68,25,2x
31-05-2019,7,8,26,65,67,4,3x
28-05-2019,9,21,34,42,50,21,2x
24-05-2019,14,41,44,56,62,10,2x
21-05-2019,10,50,55,56,58,15,5x
17-05-2019,5,17,28,32,63,11,3x
14-05-2019,11,59,66,67,68,18,4x
10-05-2019,3,16,21,61,62,19,2x
07-05-2019,3,6,34,54,63,19,3x
03-05-2019,8,16,22,66,68,11,2x
30-04-2019,24,37,41,61,70,20,3x
26-04-2019,9,17,23,30,46,10,4x
23-04-2019,7,24,30,48,67,9,4x
19-04-2019,18,25,43,44,57,25,4x
16-04-2019,11,29,34,48,54,10,2x
12-04-2019,1,24,25,40,70,4,2x
09-04-2019,11,22,34,44,58,9,2x
05-04-2019,8,22,24,38,64,21,2x
02-04-2019,33,47,58,59,64,25,3x
29-03-2019,5,14,15,62,66,3,3x
26-03-2019,4,14,22,43,58,9,3x
22-03-2019,7,36,58,60,62,10,3x
19-03-2019,10,42,53,67,68,15,3x
15-03-2019,3,29,56,62,64,4,3x
12-03-2019,10,12,16,49,57,18,4x
08-03-2019,4,9,42,62,68,7,4x
05-03-2019,15,20,32,37,52,6,3x
01-03-2019,29,33,39,60,66,21,2x
26-02-2019,10,12,14,24,60,20,3x
22-02-2019,18,24,31,34,55,4,4x
19-02-2019,17,24,34,56,65,3,2x
15-02-2019,10,38,40,43,65,12,2x
12-02-2019,15,32,39,50,65,7,3x
08-02-2019,14,24,31,42,48,13,3x
05-02-2019,3,34,36,59,66,7,2x
01-02-2019,2,37,48,66,68,11,5x
29-01-2019,10,33,53,54,62,22,2x
25-01-2019,8,16,30,38,61,10,2x
22-01-2019,4,15,37,59,64,16,5x
18-01-2019,2,43,48,62,64,24,3x
15-01-2019,29,52,58,60,62,7,2x
11-01-2019,4,5,31,62,69,20,3x
08-01-2019,13,26,29,38,64,5,5x
04-01-2019,21,29,35,54,60,15,4x
01-01-2019,34,44,57,62,70,14,4x
28-12-2018,9,10,25,37,38,21,2x
25-12-2018,2,8,42,43,50,6,3x
21-12-2018,10,13,61,62,70,5,3x
18-12-2018,13,22,32,60,69,9,3x
14-12-2018,5,22,26,43,49,23,4x
11-12-2018,4,38,39,54,59,12,2x
07-12-2018,4,10,20,33,57,13,3x
04-12-2018,28,31,41,42,50,4,3x
30-11-2018,25,28,40,43,63,19,3x
27-11-2018,12,24,37,42,57,18,4x
23-11-2018,7,10,30,33,59,23,4x
20-11-2018,10,16,31,42,66,10,3x
16-11-2018,33,36,63,68,69,16,3x
13-11-2018,34,46,57,65,69,11,3x
09-11-2018,8,14,27,57,67,5,4x
06-11-2018,28,34,37,56,69,12,2x
02-11-2018,3,23,28,46,62,16,2x
30-10-2018,20,31,39,46,49,23,2x
26-10-2018,1,28,61,62,63,5,4x
23-10-2018,5,28,62,65,70,5,3x
19-10-2018,15,23,53,65,70,7,2x
16-10-2018,3,45,49,61,69,9,5x
12-10-2018,4,24,46,61,70,7,3x
09-10-2018,20,22,39,54,60,18,3x
05-10-2018,27,28,32,41,69,12,2x
02-10-2018,2,22,29,31,34,1,3x
28-09-2018,39,45,52,56,59,15,3x
25-09-2018,8,16,32,48,61,12,2x
21-09-2018,1,2,11,52,64,9,4x
18-09-2018,31,32,43,63,68,17,2x
14-09-2018,23,30,40,43,66,13,4x
11-09-2018,15,30,51,62,67,19,2x
07-09-2018,8,10,41,54,68,10,2x
04-09-2018,2,7,25,35,44,3,3x
31-08-2018,7,18,29,32,45,17,3x
28-08-2018,3,20,33,34,41,20,3x
24-08-2018,1,6,13,18,49,8,2x
21-08-2018,14,16,19,38,57,11,3x
17-08-2018,1,31,32,47,56,3,2x
14-08-2018,11,26,44,45,46,11,2x
10-08-2018,1,3,12,22,42,6,5x
07-08-2018,2,13,15,21,62,2,5x
03-08-2018,9,28,30,54,60,2,2x
31-07-2018,12,15,35,64,69,9,2x
27-07-2018,1,32,40,49,63,20,3x
24-07-2018,1,2,4,19,29,20,3x
20-07-2018,1,14,30,44,62,1,2x
17-07-2018,40,41,61,66,67,12,5x
13-07-2018,21,22,39,59,68,2,2x
10-07-2018,1,17,28,56,70,14,3x
06-07-2018,2,10,46,50,56,16,3x
03-07-2018,13,35,45,49,68,23,2x
29-06-2018,2,32,47,49,68,23,4x
26-06-2018,17,25,29,39,60,19,2x
22-06-2018,2,6,11,27,44,20,2x
19-06-2018,11,13,28,65,70,14,3x
15-06-2018,1,11,37,47,51,6,2x
12-06-2018,1,3,5,8,70,3,2x
08-06-2018,14,30,33,44,56,13,2x
05-06-2018,22,33,41,48,52,4,2x
01-06-2018,5,24,52,62,66,17,3x
29-05-2018,2,11,55,58,67,2,3x
25-05-2018,11,14,51,64,68,25,4x
22-05-2018,16,17,21,36,48,9,3x
18-05-2018,9,26,53,64,66,11,2x
15-05-2018,21,34,44,49,61,21,2x
11-05-2018,14,38,40,53,70,22,3x
08-05-2018,8,15,39,64,67,13,2x
04-05-2018,4,5,10,12,18,21,4x
01-05-2018,2,7,20,55,70,1,4x
27-04-2018,2,29,38,63,66,11,2x
24-04-2018,3,19,31,32,48,10,3x
20-04-2018,1,15,18,32,45,4,2x
17-04-2018,12,34,44,47,65,22,4x
13-04-2018,8,9,32,42,59,10,4x
10-04-2018,5,13,31,43,53,20,2x
06-04-2018,16,33,51,54,67,20,4x
03-04-2018,4,29,39,42,62,14,2x
30-03-2018,11,28,31,46,59,1,3x
27-03-2018,7,25,43,56,59,13,3x
23-03-2018,4,8,23,53,59,17,3x
20-03-2018,14,38,51,64,70,9,3x
16-03-2018,1,13,26,33,52,11,3x
13-03-2018,6,30,58,60,61,17,5x
09-03-2018,7,17,18,46,66,22,4x
06-03-2018,1,4,26,35,39,22,5x
02-03-2018,24,28,42,60,64,8,4x
27-02-2018,10,17,21,38,43,23,3x
23-02-2018,7,11,13,19,58,9,4x
20-02-2018,17,19,23,24,43,14,3x
16-02-2018,14,38,48,53,58,16,3x
13-02-2018,5,12,15,46,49,1,4x
09-02-2018,28,34,41,46,47,14,3x
06-02-2018,14,17,25,48,58,25,3x
02-02-2018,1,4,14,17,40,4,3x
30-01-2018,29,41,42,49,57,24,3x
26-01-2018,10,16,27,38,43,1,4x
23-01-2018,2,6,30,31,55,7,4x
19-01-2018,3,17,23,49,66,23,3x
16-01-2018,3,11,23,29,59,18,3x
12-01-2018,17,18,33,46,60,24,4x
09-01-2018,16,29,31,65,67,23,3x
05-01-2018,28,30,39,59,70,10,3x
02-01-2018,1,42,47,64,70,22,4x
29-12-2017,4,10,18,28,62,7,2x
26-12-2017,10,12,20,38,41,25,4x
22-12-2017,1,20,30,33,42,16,4x
19-12-2017,28,37,39,42,58,2,3x
15-12-2017,4,12,36,44,57,19,4x
12-12-2017,8,23,24,25,27,9,2x
08-12-2017,6,37,46,60,70,24,2x
05-12-2017,14,15,37,42,67,22,4x
01-12-2017,16,22,40,41,59,8,4x
28-11-2017,10,17,47,51,61,5,2x
24-11-2017,16,36,54,61,64,22,3x
21-11-2017,3,7,22,27,50,3,3x
17-11-2017,3,26,55,58,70,15,4x
14-11-2017,1,14,21,22,28,19,3x
10-11-2017,6,23,38,42,58,24,2x
07-11-2017,1,54,60,68,69,11,4x
03-11-2017,10,22,42,61,69,3,2x
31-10-2017,6,28,31,52,53,12,4x
27-10-2017,17,27,41,51,52,13,5x
24-10-2017,20,24,34,56,64,6,4x
20-10-2017,6,23,63,66,73,9,2x
17-10-2017,31,45,49,56,70,11,5x
13-10-2017,2,7,18,26,31,12,2x
10-10-2017,7,16,24,61,62,2,5x
06-10-2017,21,33,36,45,56,12,5x
03-10-2017,12,18,19,25,67,7,5x
29-09-2017,25,51,62,73,74,7,5x
26-09-2017,1,10,57,66,75,4,4x
22-09-2017,5,39,54,63,66,15,5x
19-09-2017,9,28,31,50,61,10,2x
15-09-2017,18,24,34,38,58,3,4x
12-09-2017,26,37,41,54,65,3,4x
08-09-2017,4,5,14,26,73,14,2x
05-09-2017,11,17,59,70,72,1,3x
01-09-2017,4,13,31,50,64,12,5x
29-08-2017,2,13,17,35,73,3,3x
25-08-2017,17,38,42,51,65,11,5x
22-08-2017,24,35,46,50,51,7,4x
18-08-2017,1,31,34,40,75,6,3x
15-08-2017,7,16,20,66,73,7,2x
11-08-2017,23,33,53,56,58,6,5x
08-08-2017,11,17,50,52,74,14,2x
04-08-2017,9,17,25,63,71,4,5x
01-08-2017,20,22,52,57,73,7,5x
28-07-2017,4,6,31,49,52,11,3x
25-07-2017,2,5,26,58,60,6,3x
21-07-2017,18,31,36,50,74,10,4x
18-07-2017,8,12,23,51,73,6,4x
14-07-2017,11,12,24,32,73,1,4x
11-07-2017,7,18,24,55,74,10,2x
07-07-2017,2,9,11,28,60,10,5x
04-07-2017,16,39,47,53,71,15,4x
30-06-2017,10,38,51,55,64,6,5x
27-06-2017,4,21,45,52,57,14,4x
23-06-2017,12,20,53,66,74,11,2x
20-06-2017,2,15,41,49,63,3,3x
16-06-2017,18,22,26,30,44,9,5x
13-06-2017,27,51,62,68,75,8,3x
09-06-2017,3,16,28,33,37,9,5x
06-06-2017,3,5,16,49,75,5,3x
02-06-2017,7,42,57,69,72,10,3x
30-05-2017,5,20,32,37,67,5,5x
26-05-2017,25,26,28,37,56,5,3x
23-05-2017,6,13,17,33,60,14,2x
19-05-2017,1,4,5,24,30,1,3x
16-05-2017,4,35,39,56,72,11,5x
12-05-2017,28,34,41,42,47,13,4x
09-05-2017,6,29,45,69,73,11,5x
05-05-2017,4,23,33,47,53,7,4x
02-05-2017,5,14,42,43,58,1,4x
28-04-2017,6,13,18,20,31,13,4x
25-04-2017,3,13,33,40,50,2,4x
21-04-2017,1,12,13,32,34,10,2x
18-04-2017,8,29,30,43,64,6,3x
14-04-2017,5,10,55,60,73,12,5x
11-04-2017,19,34,35,38,49,8,5x
07-04-2017,30,33,43,47,69,15,5x
04-04-2017,13,24,34,35,55,9,5x
31-03-2017,17,24,27,32,58,10,3x
28-03-2017,30,33,35,37,46,10,5x
24-03-2017,5,28,37,61,69,1,5x
21-03-2017,4,45,53,73,75,7,3x
17-03-2017,11,27,31,58,60,10,4x
14-03-2017,16,23,28,33,59,13,3x
10-03-2017,26,38,42,58,70,5,5x
07-03-2017,3,30,45,53,68,11,3x
03-03-2017,14,26,39,48,51,9,5x
28-02-2017,20,33,45,58,69,4,2x
24-02-2017,12,29,33,42,68,14,3x
21-02-2017,9,21,30,32,75,9,5x
17-02-2017,4,56,58,67,75,8,5x
14-02-2017,7,11,33,60,68,15,5x
10-02-2017,32,39,51,62,75,14,5x
07-02-2017,23,28,37,56,71,12,5x
03-02-2017,3,6,29,30,64,3,5x
31-01-2017,3,14,27,62,72,4,3x
27-01-2017,17,37,53,54,61,8,3x
24-01-2017,8,42,54,63,67,11,4x
20-01-2017,7,9,24,41,53,14,3x
17-01-2017,20,31,54,56,59,3,5x
13-01-2017,10,44,58,74,75,11,3x
10-01-2017,11,20,40,41,59,15,5x
06-01-2017,6,10,44,47,54,6,5x
03-01-2017,14,16,23,49,53,12,2x
30-12-2016,6,21,33,39,43,2,2x
27-12-2016,2,28,30,38,39,11,4x
23-12-2016,21,30,39,60,69,15,5x
20-12-2016,1,12,14,48,65,2,5x
16-12-2016,1,8,15,36,43,6,5x
13-12-2016,2,15,26,34,41,14,5x
09-12-2016,19,27,47,67,68,1,5x
06-12-2016,13,34,48,53,63,12,4x
02-12-2016,3,33,35,49,51,1,2x
29-11-2016,22,33,49,51,59,8,4x
25-11-2016,44,47,49,69,75,10,3x
22-11-2016,1,43,45,66,69,7,5x
18-11-2016,31,32,49,55,58,15,5x
15-11-2016,9,17,23,57,71,6,3x
11-11-2016,16,40,47,53,59,11,5x
08-11-2016,46,48,53,61,74,12,4x
04-11-2016,10,29,32,44,46,10,3x
01-11-2016,19,24,31,39,45,13,2x
28-10-2016,7,38,46,57,66,2,5x
25-10-2016,8,9,24,49,67,13,3x
21-10-2016,12,43,44,48,66,3,4x
18-10-2016,7,24,28,65,74,1,2x
14-10-2016,7,27,60,64,74,5,3x
11-10-2016,36,39,42,45,48,3,2x
07-10-2016,24,37,42,50,65,14,2x
04-10-2016,18,29,30,54,66,1,5x
30-09-2016,21,30,47,50,57,9,5x
27-09-2016,14,16,26,53,72,4,4x
23-09-2016,1,5,8,25,62,14,3x
20-09-2016,2,22,34,62,72,2,5x
16-09-2016,13,21,28,34,40,15,3x
13-09-2016,6,15,17,39,56,15,3x
09-09-2016,1,34,43,44,63,11,4x
06-09-2016,25,37,58,69,75,8,3x
02-09-2016,22,28,41,46,60,3,3x
30-08-2016,28,32,41,51,71,11,4x
26-08-2016,10,11,31,41,44,14,2x
23-08-2016,2,7,46,61,66,1,2x
19-08-2016,22,37,45,65,73,13,5x
16-08-2016,2,43,52,62,63,6,5x
12-08-2016,4,41,44,56,69,10,4x
09-08-2016,12,19,20,44,66,1,5x
05-08-2016,5,18,28,54,74,6,4x
02-08-2016,3,12,36,54,70,12,5x
29-07-2016,11,16,19,31,48,4,5x
26-07-2016,1,4,31,36,54,9,3x
22-07-2016,8,24,25,26,30,7,4x
19-07-2016,3,34,54,65,66,4,5x
15-07-2016,16,51,52,56,58,4,2x
12-07-2016,6,8,22,46,68,4,4x
08-07-2016,8,19,20,55,73,5,2x
05-07-2016,29,46,53,64,73,10,5x
01-07-2016,20,41,42,45,49,14,2x
28-06-2016,15,17,20,35,55,7,2x
24-06-2016,11,14,54,57,63,11,5x
21-06-2016,6,13,21,49,50,10,5x
17-06-2016,20,23,30,44,59,9,5x
14-06-2016,36,37,38,52,62,6,5x
10-06-2016,34,61,66,67,68,7,5x
07-06-2016,25,48,51,65,72,4,4x
03-06-2016,32,54,65,66,71,10,3x
31-05-2016,9,31,34,41,49,8,5x
27-05-2016,18,41,50,68,70,9,3x
24-05-2016,11,50,51,70,75,15,4x
20-05-2016,19,24,26,40,68,8,2x
17-05-2016,17,24,27,48,75,6,3x
13-05-2016,20,21,38,54,66,7,4x
10-05-2016,12,22,46,56,74,4,3x
06-05-2016,14,26,27,32,36,7,4x
03-05-2016,28,29,33,36,45,15,5x
29-04-2016,5,6,37,55,74,10,5x
26-04-2016,14,16,17,28,48,2,2x
22-04-2016,2,19,21,42,60,13,5x
19-04-2016,9,28,40,57,65,2,5x
15-04-2016,9,10,34,37,73,9,5x
12-04-2016,7,11,59,62,63,3,5x
08-04-2016,31,38,52,65,71,15,3x
05-04-2016,13,45,52,53,57,10,5x
01-04-2016,25,28,33,41,69,6,2x
29-03-2016,33,38,40,46,49,15,5x
25-03-2016,4,11,12,35,46,12,2x
22-03-2016,6,19,34,38,70,5,5x
18-03-2016,5,8,57,59,73,13,5x
15-03-2016,18,26,30,44,68,7,4x
11-03-2016,14,18,48,54,71,13,4x
08-03-2016,27,37,54,66,69,5,5x
04-03-2016,21,26,33,48,73,14,4x
01-03-2016,1,29,33,34,55,6,5x
26-02-2016,3,15,19,62,74,14,4x
23-02-2016,16,32,39,53,57,10,5x
19-02-2016,2,27,41,50,75,4,4x
16-02-2016,9,31,33,46,64,4,3x
12-02-2016,1,7,44,68,73,1,3x
09-02-2016,3,42,46,56,71,13,4x
05-02-2016,4,6,23,55,75,2,3x
02-02-2016,7,13,25,51,70,9,4x
29-01-2016,20,28,49,51,52,6,2x
26-01-2016,14,27,39,50,69,2,2x
22-01-2016,21,25,40,46,56,3,5x
19-01-2016,2,17,31,39,47,9,2x
15-01-2016,29,41,53,54,70,12,2x
12-01-2016,15,27,29,31,48,15,4x
08-01-2016,11,39,51,57,75,2,5x
05-01-2016,1,4,36,48,57,13,5x
01-01-2016,7,18,37,38,39,9,5x
29-12-2015,20,25,55,62,74,7,3x
25-12-2015,15,25,29,44,51,4,4x
22-12-2015,11,21,40,50,70,15,3x
18-12-2015,6,23,24,28,62,7,5x
15-12-2015,18,25,47,51,61,5,5x
11-12-2015,14,20,43,54,69,5,4x
08-12-2015,7,17,37,49,73,15,3x
04-12-2015,26,42,47,61,73,6,5x
01-12-2015,5,7,25,50,59,12,2x
27-11-2015,16,20,39,56,59,12,3x
24-11-2015,2,19,30,38,70,8,4x
20-11-2015,9,12,29,37,67,15,2x
17-11-2015,12,14,18,24,61,10,3x
13-11-2015,17,18,31,35,59,9,5x
10-11-2015,8,17,20,45,71,4,4x
06-11-2015,10,31,35,50,72,8,3x
03-11-2015,16,29,44,69,74,12,5x
30-10-2015,17,41,51,53,56,15,5x
27-10-2015,9,26,27,29,74,4,3x
23-10-2015,25,32,37,45,70,1,5x
20-10-2015,6,25,35,38,52,4,4x
16-10-2015,2,38,48,61,68,4,3x
13-10-2015,7,9,24,38,52,1,5x
09-10-2015,8,9,21,63,75,14,4x
06-10-2015,17,58,63,64,66,13,3x
02-10-2015,4,14,29,31,47,9,2x
29-09-2015,8,21,30,61,62,9,3x
25-09-2015,3,8,38,51,64,4,5x
22-09-2015,28,30,38,45,51,8,5x
18-09-2015,17,34,35,51,65,7,3x
15-09-2015,7,20,35,49,56,9,4x
11-09-2015,5,11,31,50,67,14,2x
08-09-2015,19,20,36,41,46,7,3x
04-09-2015,17,21,39,52,57,5,5x
01-09-2015,2,5,35,40,54,13,5x
28-08-2015,13,35,40,60,68,9,4x
25-08-2015,5,44,54,59,63,1,5x
21-08-2015,13,15,21,41,72,1,5x
18-08-2015,2,7,33,39,53,9,3x
14-08-2015,12,15,20,52,71,3,4x
11-08-2015,3,8,29,57,68,8,4x
07-08-2015,1,38,53,63,66,10,3x
04-08-2015,2,19,44,51,57,14,2x
31-07-2015,28,32,33,40,46,10,4x
28-07-2015,8,35,61,68,75,15,5x
24-07-2015,10,12,26,60,62,13,5x
21-07-2015,20,30,62,65,74,1,5x
17-07-2015,6,17,30,31,41,15,3x
14-07-2015,19,24,30,35,72,5,3x
10-07-2015,24,27,45,51,54,8,3x
07-07-2015,6,15,16,28,49,14,3x
03-07-2015,33,50,64,71,72,9,4x
30-06-2015,11,17,34,43,50,15,4x
26-06-2015,12,23,33,47,50,3,5x
23-06-2015,6,13,38,56,70,2,5x
19-06-2015,4,35,36,52,68,8,3x
16-06-2015,8,19,26,56,67,14,2x
12-06-2015,1,40,42,56,62,2,5x
09-06-2015,6,16,17,25,36,7,5x
05-06-2015,7,22,27,41,49,10,4x
02-06-2015,2,9,11,22,23,12,4x
29-05-2015,20,27,38,49,66,2,4x
26-05-2015,1,39,52,69,72,12,4x
22-05-2015,3,14,15,25,48,8,5x
19-05-2015,10,12,21,29,65,10,5x
15-05-2015,11,17,21,36,74,15,5x
12-05-2015,14,30,33,36,44,2,5x
08-05-2015,9,21,25,66,72,7,3x
05-05-2015,11,21,42,62,71,7,5x
01-05-2015,17,18,61,66,74,3,3x
28-04-2015,22,27,55,58,63,11,5x
24-04-2015,24,25,29,47,67,4,4x
21-04-2015,31,33,35,41,69,11,5x
17-04-2015,15,18,29,41,50,5,2x
14-04-2015,3,7,25,68,71,3,5x
10-04-2015,6,11,32,46,68,9,2x
07-04-2015,5,15,22,26,64,6,4x
03-04-2015,10,36,47,63,74,2,5x
31-03-2015,8,26,41,61,73,11,5x
27-03-2015,17,21,36,58,70,3,5x
24-03-2015,2,23,32,45,55,12,2x
20-03-2015,7,50,54,61,75,7,4x
17-03-2015,11,27,44,45,58,3,5x
13-03-2015,8,22,30,42,45,3,5x
10-03-2015,10,14,19,30,73,14,5x
06-03-2015,30,48,55,68,73,5,3x
03-03-2015,9,11,42,44,50,3,4x
27-02-2015,7,49,53,60,64,4,2x
24-02-2015,15,23,26,45,66,4,3x
20-02-2015,2,6,8,52,66,13,3x
17-02-2015,6,45,50,65,66,1,5x
13-02-2015,4,20,44,65,74,14,3x
10-02-2015,7,42,53,58,71,15,2x
06-02-2015,5,6,17,33,68,13,3x
03-02-2015,11,22,25,58,69,13,5x
30-01-2015,18,31,39,45,55,6,5x
27-01-2015,5,26,27,44,57,7,3x
23-01-2015,14,15,32,68,72,8,2x
20-01-2015,31,35,56,59,63,6,5x
16-01-2015,26,32,44,45,58,11,3x
13-01-2015,12,20,25,50,51,7,5x
09-01-2015,37,49,50,56,57,8,5x
06-01-2015,12,20,27,38,75,4,3x
02-01-2015,13,15,35,62,74,12,4x
30-12-2014,3,7,44,63,67,12,4x
26-12-2014,2,5,10,20,38,14,3x
23-12-2014,4,10,31,56,66,7,3x
19-12-2014,14,18,58,59,68,4,3x
16-12-2014,41,58,68,72,73,1,5x
12-12-2014,2,31,46,58,65,7,5x
09-12-2014,27,45,49,51,52,14,5x
05-12-2014,4,5,11,51,59,5,5x
02-12-2014,13,18,22,49,62,11,5x
28-11-2014,8,26,29,36,47,10,3x
25-11-2014,10,11,29,47,56,4,2x
21-11-2014,3,12,35,37,63,15,2x
18-11-2014,37,39,53,68,75,6,2x
14-11-2014,3,49,61,62,68,15,5x
11-11-2014,23,25,28,30,75,11,5x
07-11-2014,31,35,41,65,66,5,5x
04-11-2014,9,15,24,39,41,1,4x
31-10-2014,11,29,36,58,67,15,2x
28-10-2014,3,50,57,58,60,11,5x
24-10-2014,2,14,21,28,55,3,3x
21-10-2014,5,35,37,41,66,11,5x
17-10-2014,21,31,43,56,60,12,4x
14-10-2014,11,37,46,64,68,15,3x
10-10-2014,2,32,35,50,59,3,5x
07-10-2014,16,29,46,48,55,2,3x
03-10-2014,3,20,34,58,67,6,3x
30-09-2014,3,16,52,54,61,6,5x
26-09-2014,17,26,35,46,62,9,5x
23-09-2014,21,24,25,40,43,12,5x
19-09-2014,16,25,27,29,34,2,2x
16-09-2014,25,45,51,53,73,2,2x
12-09-2014,18,28,33,36,42,7,3x
09-09-2014,25,34,55,70,71,1,4x
05-09-2014,7,12,20,24,59,7,2x
02-09-2014,1,8,54,69,72,1,3x
29-08-2014,3,26,45,58,73,12,2x
26-08-2014,29,31,51,60,64,1,5x
22-08-2014,5,31,34,41,74,3,5x
19-08-2014,22,39,56,67,71,15,4x
15-08-2014,16,19,28,29,68,9,2x
12-08-2014,32,53,60,63,68,6,4x
08-08-2014,9,16,61,70,75,7,5x
05-08-2014,25,28,36,45,53,6,5x
01-08-2014,13,29,34,37,72,6,5x
29-07-2014,2,8,16,43,74,1,4x
25-07-2014,22,29,33,41,68,12,5x
22-07-2014,14,18,22,31,47,15,3x
18-07-2014,5,8,59,65,72,3,3x
15-07-2014,2,4,17,36,40,5,2x
11-07-2014,9,13,30,35,69,10,5x
08-07-2014,14,25,27,48,49,9,5x
04-07-2014,16,33,39,58,69,2,5x
01-07-2014,9,22,38,47,49,15,3x
27-06-2014,15,29,31,46,64,10,3x
24-06-2014,13,17,24,47,65,10,4x
20-06-2014,1,22,25,29,56,3,5x
17-06-2014,10,14,24,47,60,3,4x
13-06-2014,7,38,46,49,56,1,5x
10-06-2014,2,10,24,26,74,7,5x
06-06-2014,12,29,37,49,72,9,4x
03-06-2014,19,28,62,66,74,6,3x
30-05-2014,10,13,42,43,62,2,4x
27-05-2014,1,6,10,46,58,13,2x
23-05-2014,12,14,21,38,70,15,4x
20-05-2014,10,40,63,64,69,7,2x
16-05-2014,13,14,16,50,56,11,5x
13-05-2014,37,46,48,70,74,1,2x
09-05-2014,10,28,39,51,59,14,2x
06-05-2014,18,20,27,48,51,5,3x
02-05-2014,1,18,26,35,40,13,5x
29-04-2014,7,43,59,61,66,3,3x
25-04-2014,3,11,18,20,66,9,2x
22-04-2014,2,18,19,49,50,1,3x
18-04-2014,18,25,38,45,63,9,2x
